,index,Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
70,70,23-Jan-2017,-,-,-,3799.23,-,-
71,71,24-Jan-2017,-,-,-,3842.95,-,-
72,72,25-Jan-2017,-,-,-,3894.54,-,-
73,73,27-Jan-2017,-,-,-,3910.62,-,-
74,74,30-Jan-2017,-,-,-,3914.85,-,-
75,75,31-Jan-2017,-,-,-,3862.41,-,-
76,76,01-Feb-2017,-,-,-,3910.2,-,-
77,77,02-Feb-2017,-,-,-,3929.25,-,-
78,78,03-Feb-2017,-,-,-,3923.28,-,-
79,79,06-Feb-2017,-,-,-,3958.78,-,-
80,80,07-Feb-2017,-,-,-,3929.16,-,-
81,81,08-Feb-2017,-,-,-,3947.8,-,-
82,82,09-Feb-2017,-,-,-,3953.25,-,-
83,83,10-Feb-2017,-,-,-,3933.14,-,-
84,84,13-Feb-2017,-,-,-,3924.92,-,-
85,85,14-Feb-2017,-,-,-,3929.64,-,-
86,86,15-Feb-2017,-,-,-,3895.28,-,-
87,87,16-Feb-2017,-,-,-,3928.93,-,-
88,88,17-Feb-2017,-,-,-,3979.35,-,-
89,89,20-Feb-2017,-,-,-,4012.16,-,-
90,90,21-Feb-2017,-,-,-,4041.72,-,-
91,91,22-Feb-2017,-,-,-,4163.48,-,-
92,92,23-Feb-2017,-,-,-,4140.47,-,-
93,93,27-Feb-2017,-,-,-,4190.45,-,-
94,94,28-Feb-2017,-,-,-,4144.9,-,-
95,95,01-Mar-2017,-,-,-,4115.66,-,-
96,96,02-Mar-2017,-,-,-,4075.13,-,-
97,97,03-Mar-2017,-,-,-,4123.38,-,-
98,98,06-Mar-2017,-,-,-,4191.28,-,-
99,99,07-Mar-2017,-,-,-,4205.35,-,-
100,100,08-Mar-2017,-,-,-,4153.15,-,-
101,101,09-Mar-2017,-,-,-,4125.46,-,-
102,102,10-Mar-2017,-,-,-,4111.56,-,-
103,103,14-Mar-2017,-,-,-,4137.47,-,-
104,104,15-Mar-2017,-,-,-,4146.96,-,-
105,105,16-Mar-2017,-,-,-,4168.05,-,-
106,106,17-Mar-2017,-,-,-,4156.33,-,-
107,107,20-Mar-2017,-,-,-,4128.64,-,-
108,108,21-Mar-2017,-,-,-,4112.77,-,-
109,109,22-Mar-2017,-,-,-,4099.79,-,-
110,110,23-Mar-2017,-,-,-,4148.42,-,-
111,111,24-Mar-2017,-,-,-,4152.05,-,-
112,112,27-Mar-2017,-,-,-,4097.0,-,-
113,113,28-Mar-2017,-,-,-,4084.95,-,-
114,114,29-Mar-2017,-,-,-,4098.51,-,-
115,115,30-Mar-2017,-,-,-,4110.31,-,-
116,116,31-Mar-2017,-,-,-,4193.38,-,-
117,117,03-Apr-2017,-,-,-,4246.08,-,-
118,118,05-Apr-2017,-,-,-,4288.08,-,-
119,119,06-Apr-2017,-,-,-,4330.55,-,-
120,120,07-Apr-2017,-,-,-,4330.67,-,-
121,121,10-Apr-2017,-,-,-,4346.4,-,-
122,122,11-Apr-2017,-,-,-,4351.9,-,-
123,123,12-Apr-2017,-,-,-,4332.31,-,-
124,124,13-Apr-2017,-,-,-,4377.33,-,-
125,125,17-Apr-2017,-,-,-,4417.31,-,-
126,126,18-Apr-2017,-,-,-,4386.91,-,-
127,127,19-Apr-2017,-,-,-,4396.33,-,-
128,128,20-Apr-2017,-,-,-,4390.68,-,-
129,129,21-Apr-2017,-,-,-,4419.72,-,-
130,130,24-Apr-2017,-,-,-,4454.95,-,-
131,131,25-Apr-2017,-,-,-,4505.28,-,-
132,132,26-Apr-2017,-,-,-,4456.59,-,-
133,133,27-Apr-2017,-,-,-,4466.95,-,-
134,134,28-Apr-2017,-,-,-,4462.01,-,-
135,135,02-May-2017,-,-,-,4488.15,-,-
136,136,03-May-2017,-,-,-,4463.24,-,-
137,137,04-May-2017,-,-,-,4434.9,-,-
138,138,05-May-2017,-,-,-,4358.99,-,-
139,139,08-May-2017,-,-,-,4349.52,-,-
140,140,09-May-2017,-,-,-,4377.65,-,-
141,141,10-May-2017,-,-,-,4424.69,-,-
142,142,11-May-2017,-,-,-,4389.0,-,-
143,143,12-May-2017,-,-,-,4389.61,-,-
144,144,15-May-2017,-,-,-,4413.99,-,-
145,145,16-May-2017,-,-,-,4427.25,-,-
146,146,17-May-2017,-,-,-,4413.08,-,-
147,147,18-May-2017,-,-,-,4343.73,-,-
148,148,19-May-2017,-,-,-,4310.33,-,-
149,149,22-May-2017,-,-,-,4264.07,-,-
150,150,23-May-2017,-,-,-,4206.02,-,-
151,151,24-May-2017,-,-,-,4219.19,-,-
152,152,25-May-2017,-,-,-,4265.49,-,-
153,153,26-May-2017,-,-,-,4354.51,-,-
154,154,29-May-2017,-,-,-,4351.21,-,-
155,155,30-May-2017,-,-,-,4370.52,-,-
156,156,31-May-2017,-,-,-,4368.86,-,-
157,157,01-Jun-2017,-,-,-,4315.63,-,-
158,158,02-Jun-2017,-,-,-,4295.19,-,-
159,159,05-Jun-2017,-,-,-,4312.72,-,-
160,160,06-Jun-2017,-,-,-,4288.65,-,-
161,161,07-Jun-2017,-,-,-,4312.43,-,-
162,162,08-Jun-2017,-,-,-,4263.67,-,-
163,163,09-Jun-2017,-,-,-,4256.4,-,-
164,164,12-Jun-2017,-,-,-,4237.11,-,-
165,165,13-Jun-2017,-,-,-,4225.14,-,-
166,166,14-Jun-2017,-,-,-,4269.0,-,-
167,167,15-Jun-2017,-,-,-,4239.9,-,-
168,168,16-Jun-2017,-,-,-,4254.04,-,-
169,169,19-Jun-2017,-,-,-,4275.35,-,-
170,170,20-Jun-2017,-,-,-,4297.26,-,-
171,171,21-Jun-2017,-,-,-,4268.12,-,-
172,172,22-Jun-2017,-,-,-,4210.7,-,-
173,173,23-Jun-2017,-,-,-,4173.14,-,-
174,174,27-Jun-2017,-,-,-,4174.64,-,-
175,175,28-Jun-2017,-,-,-,4128.48,-,-
176,176,29-Jun-2017,-,-,-,4129.11,-,-
177,177,30-Jun-2017,-,-,-,4123.6,-,-
178,178,03-Jul-2017,-,-,-,4147.39,-,-
179,179,04-Jul-2017,-,-,-,4186.33,-,-
180,180,05-Jul-2017,-,-,-,4229.58,-,-
181,181,06-Jul-2017,-,-,-,4213.76,-,-
182,182,07-Jul-2017,-,-,-,4248.89,-,-
183,183,10-Jul-2017,-,-,-,4278.93,-,-
184,184,11-Jul-2017,-,-,-,4283.49,-,-
185,185,12-Jul-2017,-,-,-,4348.33,-,-
186,186,13-Jul-2017,-,-,-,4346.33,-,-
187,187,14-Jul-2017,-,-,-,4372.62,-,-
188,188,17-Jul-2017,-,-,-,4393.52,-,-
189,189,18-Jul-2017,-,-,-,4350.56,-,-
190,190,19-Jul-2017,-,-,-,4392.69,-,-
191,191,20-Jul-2017,-,-,-,4377.05,-,-
192,192,21-Jul-2017,-,-,-,4436.88,-,-
193,193,24-Jul-2017,-,-,-,4455.78,-,-
194,194,25-Jul-2017,-,-,-,4445.41,-,-
195,195,26-Jul-2017,-,-,-,4471.94,-,-
196,196,27-Jul-2017,-,-,-,4442.73,-,-
197,197,28-Jul-2017,-,-,-,4452.78,-,-
198,198,31-Jul-2017,-,-,-,4493.61,-,-
199,199,01-Aug-2017,-,-,-,4501.37,-,-
200,200,02-Aug-2017,-,-,-,4510.0,-,-
201,201,03-Aug-2017,-,-,-,4566.47,-,-
202,202,04-Aug-2017,-,-,-,4650.43,-,-
203,203,07-Aug-2017,-,-,-,4706.78,-,-
204,204,08-Aug-2017,-,-,-,4622.84,-,-
205,205,09-Aug-2017,-,-,-,4601.98,-,-
206,206,10-Aug-2017,-,-,-,4515.43,-,-
207,207,11-Aug-2017,-,-,-,4489.89,-,-
208,208,14-Aug-2017,-,-,-,4556.09,-,-
209,209,16-Aug-2017,-,-,-,4566.39,-,-
210,210,17-Aug-2017,-,-,-,4578.72,-,-
211,211,18-Aug-2017,-,-,-,4615.57,-,-
212,212,21-Aug-2017,-,-,-,4548.82,-,-
213,213,22-Aug-2017,-,-,-,4599.28,-,-
214,214,23-Aug-2017,-,-,-,4647.87,-,-
215,215,24-Aug-2017,-,-,-,4634.75,-,-
216,216,28-Aug-2017,-,-,-,4648.95,-,-
217,217,29-Aug-2017,-,-,-,4589.08,-,-
218,218,30-Aug-2017,-,-,-,4694.83,-,-
219,219,31-Aug-2017,-,-,-,4732.16,-,-
220,220,01-Sep-2017,-,-,-,4757.85,-,-
221,221,04-Sep-2017,-,-,-,4729.36,-,-
222,222,05-Sep-2017,-,-,-,4774.46,-,-
223,223,06-Sep-2017,-,-,-,4774.23,-,-
224,224,07-Sep-2017,-,-,-,4756.68,-,-
225,225,08-Sep-2017,-,-,-,4735.5,-,-
226,226,11-Sep-2017,-,-,-,4774.28,-,-
227,227,12-Sep-2017,-,-,-,4846.2,-,-
228,228,13-Sep-2017,-,-,-,4798.85,-,-
229,229,14-Sep-2017,-,-,-,4781.59,-,-
230,230,15-Sep-2017,-,-,-,4791.12,-,-
231,231,18-Sep-2017,-,-,-,4792.67,-,-
232,232,19-Sep-2017,-,-,-,4833.58,-,-
233,233,20-Sep-2017,-,-,-,4825.9,-,-
234,234,21-Sep-2017,-,-,-,4797.25,-,-
235,235,22-Sep-2017,-,-,-,4694.66,-,-
236,236,25-Sep-2017,-,-,-,4673.61,-,-
237,237,26-Sep-2017,-,-,-,4670.53,-,-
238,238,27-Sep-2017,-,-,-,4608.43,-,-
239,239,28-Sep-2017,-,-,-,4588.93,-,-
240,240,29-Sep-2017,-,-,-,4632.48,-,-
241,241,03-Oct-2017,-,-,-,4703.21,-,-
242,242,04-Oct-2017,-,-,-,4767.18,-,-
243,243,05-Oct-2017,-,-,-,4754.89,-,-
244,244,06-Oct-2017,-,-,-,4847.33,-,-
245,245,09-Oct-2017,-,-,-,4798.3,-,-
246,246,10-Oct-2017,-,-,-,4825.92,-,-
247,247,11-Oct-2017,-,-,-,4861.21,-,-
248,0,12-Oct-2017,-,-,-,4925.59,-,-
249,1,13-Oct-2017,-,-,-,4922.01,-,-
250,2,16-Oct-2017,-,-,-,4945.79,-,-
251,3,17-Oct-2017,-,-,-,4970.44,-,-
252,4,18-Oct-2017,-,-,-,5062.99,-,-
253,5,19-Oct-2017,-,-,-,5025.72,-,-
254,6,23-Oct-2017,-,-,-,5096.13,-,-
255,7,24-Oct-2017,-,-,-,5114.82,-,-
256,8,25-Oct-2017,-,-,-,5136.07,-,-
257,9,26-Oct-2017,-,-,-,5238.85,-,-
258,10,27-Oct-2017,-,-,-,5172.07,-,-
259,11,30-Oct-2017,-,-,-,5233.66,-,-
260,12,31-Oct-2017,-,-,-,5228.48,-,-
261,13,01-Nov-2017,-,-,-,5253.27,-,-
262,14,02-Nov-2017,-,-,-,5235.55,-,-
263,15,03-Nov-2017,-,-,-,5231.56,-,-
264,16,06-Nov-2017,-,-,-,5217.19,-,-
265,17,07-Nov-2017,-,-,-,5130.98,-,-
266,18,08-Nov-2017,-,-,-,5057.3,-,-
267,19,09-Nov-2017,-,-,-,5071.08,-,-
268,20,10-Nov-2017,-,-,-,5023.3,-,-
269,21,13-Nov-2017,-,-,-,4971.3,-,-
270,22,14-Nov-2017,-,-,-,4949.6,-,-
271,23,15-Nov-2017,-,-,-,4922.71,-,-
272,24,16-Nov-2017,-,-,-,4964.89,-,-
273,25,17-Nov-2017,-,-,-,4985.69,-,-
274,26,20-Nov-2017,-,-,-,5021.85,-,-
275,27,21-Nov-2017,-,-,-,5062.68,-,-
276,28,22-Nov-2017,-,-,-,5065.45,-,-
277,29,23-Nov-2017,-,-,-,5095.39,-,-
278,30,24-Nov-2017,-,-,-,5125.01,-,-
279,31,27-Nov-2017,-,-,-,5122.17,-,-
280,32,28-Nov-2017,-,-,-,5097.13,-,-
281,33,29-Nov-2017,-,-,-,5102.32,-,-
282,34,30-Nov-2017,-,-,-,5047.66,-,-
283,35,01-Dec-2017,-,-,-,4973.21,-,-
284,36,04-Dec-2017,-,-,-,4981.32,-,-
285,37,05-Dec-2017,-,-,-,4999.81,-,-
286,38,06-Dec-2017,-,-,-,4984.96,-,-
287,39,07-Dec-2017,-,-,-,5066.92,-,-
288,40,08-Dec-2017,-,-,-,5094.28,-,-
289,41,11-Dec-2017,-,-,-,5084.79,-,-
290,42,12-Dec-2017,-,-,-,5059.43,-,-
291,43,13-Dec-2017,-,-,-,5079.6,-,-
292,44,14-Dec-2017,-,-,-,5123.58,-,-
293,45,15-Dec-2017,-,-,-,5136.98,-,-
294,46,18-Dec-2017,-,-,-,5151.25,-,-
295,47,19-Dec-2017,-,-,-,5176.26,-,-
296,48,20-Dec-2017,-,-,-,5165.8,-,-
297,49,21-Dec-2017,-,-,-,5156.47,-,-
298,50,22-Dec-2017,-,-,-,5200.14,-,-
299,51,26-Dec-2017,-,-,-,5230.88,-,-
300,52,27-Dec-2017,-,-,-,5188.59,-,-
301,53,28-Dec-2017,-,-,-,5172.9,-,-
302,54,29-Dec-2017,-,-,-,5155.42,-,-
303,55,01-Jan-2018,-,-,-,5112.66,-,-
304,56,02-Jan-2018,-,-,-,5099.73,-,-
305,57,03-Jan-2018,-,-,-,5091.04,-,-
306,58,04-Jan-2018,-,-,-,5132.49,-,-
307,59,05-Jan-2018,-,-,-,5125.14,-,-
308,60,08-Jan-2018,-,-,-,5157.37,-,-
309,61,09-Jan-2018,-,-,-,5175.01,-,-
310,62,10-Jan-2018,-,-,-,5178.33,-,-
311,63,11-Jan-2018,-,-,-,5162.45,-,-
312,64,12-Jan-2018,-,-,-,5206.99,-,-
313,65,15-Jan-2018,-,-,-,5176.67,-,-
314,66,16-Jan-2018,-,-,-,5071.44,-,-
315,67,17-Jan-2018,-,-,-,5075.24,-,-
316,68,18-Jan-2018,-,-,-,5013.51,-,-
317,69,19-Jan-2018,-,-,-,5060.15,-,-
318,70,22-Jan-2018,-,-,-,5121.94,-,-
319,71,23-Jan-2018,-,-,-,5206.62,-,-
320,72,24-Jan-2018,-,-,-,5195.1,-,-
321,73,25-Jan-2018,-,-,-,5179.82,-,-
322,74,29-Jan-2018,-,-,-,5140.28,-,-
323,75,30-Jan-2018,-,-,-,5170.52,-,-
324,76,31-Jan-2018,-,-,-,5195.78,-,-
325,77,01-Feb-2018,-,-,-,5130.3,-,-
326,78,02-Feb-2018,-,-,-,4960.25,-,-
327,79,05-Feb-2018,-,-,-,4948.6,-,-
328,80,06-Feb-2018,-,-,-,4882.44,-,-
329,81,07-Feb-2018,-,-,-,4956.09,-,-
330,82,08-Feb-2018,-,-,-,4961.2,-,-
331,83,09-Feb-2018,-,-,-,4923.16,-,-
332,84,12-Feb-2018,-,-,-,4971.14,-,-
333,85,14-Feb-2018,-,-,-,4974.84,-,-
334,86,15-Feb-2018,-,-,-,5014.05,-,-
335,87,16-Feb-2018,-,-,-,4949.08,-,-
336,88,19-Feb-2018,-,-,-,4912.21,-,-
337,89,20-Feb-2018,-,-,-,4908.0,-,-
338,90,21-Feb-2018,-,-,-,4936.56,-,-
339,91,22-Feb-2018,-,-,-,4871.04,-,-
340,92,23-Feb-2018,-,-,-,4916.86,-,-
341,93,26-Feb-2018,-,-,-,4959.22,-,-
342,94,27-Feb-2018,-,-,-,4978.22,-,-
343,95,28-Feb-2018,-,-,-,4975.84,-,-
344,96,01-Mar-2018,-,-,-,4970.24,-,-
345,97,05-Mar-2018,-,-,-,4872.79,-,-
346,98,06-Mar-2018,-,-,-,4857.41,-,-
347,99,07-Mar-2018,-,-,-,4785.5,-,-
348,100,08-Mar-2018,-,-,-,4826.05,-,-
349,101,09-Mar-2018,-,-,-,4815.84,-,-
350,102,12-Mar-2018,-,-,-,4910.49,-,-
351,103,13-Mar-2018,-,-,-,4975.51,-,-
352,104,14-Mar-2018,-,-,-,4931.34,-,-
353,105,15-Mar-2018,-,-,-,4870.19,-,-
354,106,16-Mar-2018,-,-,-,4784.5,-,-
355,107,19-Mar-2018,-,-,-,4716.07,-,-
356,108,20-Mar-2018,-,-,-,4674.38,-,-
357,109,21-Mar-2018,-,-,-,4696.09,-,-
358,110,22-Mar-2018,-,-,-,4697.18,-,-
359,111,23-Mar-2018,-,-,-,4651.23,-,-
360,112,26-Mar-2018,-,-,-,4648.96,-,-
361,113,27-Mar-2018,-,-,-,4688.09,-,-
362,114,28-Mar-2018,-,-,-,4672.47,-,-
363,115,02-Apr-2018,-,-,-,4675.52,-,-
364,116,03-Apr-2018,-,-,-,4705.8,-,-
365,117,04-Apr-2018,-,-,-,4656.14,-,-
366,118,05-Apr-2018,-,-,-,4722.28,-,-
367,119,06-Apr-2018,-,-,-,4757.59,-,-
368,120,09-Apr-2018,-,-,-,4820.96,-,-
369,121,10-Apr-2018,-,-,-,4821.02,-,-
370,122,11-Apr-2018,-,-,-,4745.44,-,-
371,123,12-Apr-2018,-,-,-,4741.34,-,-
372,124,13-Apr-2018,-,-,-,4737.3,-,-
373,125,16-Apr-2018,-,-,-,4730.85,-,-
374,126,17-Apr-2018,-,-,-,4756.15,-,-
375,127,18-Apr-2018,-,-,-,4726.12,-,-
376,128,19-Apr-2018,-,-,-,4681.01,-,-
377,129,20-Apr-2018,-,-,-,4642.23,-,-
378,130,23-Apr-2018,-,-,-,4672.73,-,-
379,131,24-Apr-2018,-,-,-,4756.89,-,-
380,132,25-Apr-2018,-,-,-,4705.41,-,-
381,133,26-Apr-2018,-,-,-,4710.62,-,-
382,134,27-Apr-2018,-,-,-,4771.65,-,-
383,135,30-Apr-2018,-,-,-,4697.65,-,-
384,136,02-May-2018,-,-,-,4688.49,-,-
385,137,03-May-2018,-,-,-,4650.92,-,-
386,138,04-May-2018,-,-,-,4636.27,-,-
387,139,07-May-2018,-,-,-,4715.65,-,-
388,140,08-May-2018,-,-,-,4725.32,-,-
389,141,09-May-2018,-,-,-,4730.85,-,-
390,142,10-May-2018,-,-,-,4754.63,-,-
391,143,11-May-2018,-,-,-,4798.72,-,-
392,144,14-May-2018,-,-,-,4803.28,-,-
393,145,15-May-2018,-,-,-,4784.13,-,-
394,146,16-May-2018,-,-,-,4697.83,-,-
395,147,17-May-2018,-,-,-,4695.81,-,-
396,148,18-May-2018,-,-,-,4632.23,-,-
397,149,21-May-2018,-,-,-,4626.94,-,-
398,150,22-May-2018,-,-,-,4607.45,-,-
399,151,23-May-2018,-,-,-,4467.6,-,-
400,152,24-May-2018,-,-,-,4419.52,-,-
401,153,25-May-2018,-,-,-,4525.22,-,-
402,154,28-May-2018,-,-,-,4616.49,-,-
403,155,29-May-2018,-,-,-,4628.85,-,-
404,156,30-May-2018,-,-,-,4598.65,-,-
405,157,31-May-2018,-,-,-,4654.13,-,-
406,158,01-Jun-2018,-,-,-,4637.65,-,-
407,159,04-Jun-2018,-,-,-,4645.22,-,-
408,160,05-Jun-2018,-,-,-,4647.24,-,-
409,161,06-Jun-2018,-,-,-,4661.01,-,-
410,162,07-Jun-2018,-,-,-,4723.66,-,-
411,163,08-Jun-2018,-,-,-,4762.64,-,-
412,164,11-Jun-2018,-,-,-,4749.8,-,-
413,165,12-Jun-2018,-,-,-,4775.47,-,-
414,166,13-Jun-2018,-,-,-,4779.07,-,-
415,167,14-Jun-2018,-,-,-,4759.28,-,-
416,168,15-Jun-2018,-,-,-,4726.64,-,-
417,169,18-Jun-2018,-,-,-,4768.36,-,-
418,170,19-Jun-2018,-,-,-,4697.89,-,-
419,171,20-Jun-2018,-,-,-,4712.58,-,-
420,172,21-Jun-2018,-,-,-,4749.79,-,-
421,173,22-Jun-2018,-,-,-,4716.2,-,-
422,174,25-Jun-2018,-,-,-,4650.17,-,-
423,175,26-Jun-2018,-,-,-,4623.83,-,-
424,176,27-Jun-2018,-,-,-,4475.18,-,-
425,177,28-Jun-2018,-,-,-,4368.54,-,-
426,178,29-Jun-2018,-,-,-,4490.46,-,-
427,179,02-Jul-2018,-,-,-,4441.79,-,-
428,180,03-Jul-2018,-,-,-,4482.34,-,-
429,181,04-Jul-2018,-,-,-,4499.5,-,-
430,182,05-Jul-2018,-,-,-,4463.71,-,-
431,183,06-Jul-2018,-,-,-,4500.1,-,-
432,184,09-Jul-2018,-,-,-,4559.42,-,-
433,185,10-Jul-2018,-,-,-,4619.92,-,-
434,186,11-Jul-2018,-,-,-,4613.27,-,-
435,187,12-Jul-2018,-,-,-,4706.89,-,-
436,188,13-Jul-2018,-,-,-,4716.17,-,-
437,189,16-Jul-2018,-,-,-,4653.63,-,-
438,190,17-Jul-2018,-,-,-,4754.39,-,-
439,191,18-Jul-2018,-,-,-,4795.56,-,-
440,192,19-Jul-2018,-,-,-,4810.8,-,-
441,193,20-Jul-2018,-,-,-,4802.84,-,-
442,194,23-Jul-2018,-,-,-,4801.38,-,-
443,195,24-Jul-2018,-,-,-,4832.65,-,-
444,196,25-Jul-2018,-,-,-,4844.65,-,-
445,197,26-Jul-2018,-,-,-,4845.22,-,-
446,198,27-Jul-2018,-,-,-,4927.67,-,-
447,199,30-Jul-2018,-,-,-,4975.2,-,-
448,200,31-Jul-2018,-,-,-,5020.23,-,-
449,201,01-Aug-2018,-,-,-,5065.82,-,-
450,202,02-Aug-2018,-,-,-,5044.03,-,-
451,203,03-Aug-2018,-,-,-,5063.72,-,-
452,204,06-Aug-2018,-,-,-,5076.08,-,-
453,205,07-Aug-2018,-,-,-,5035.58,-,-
454,206,08-Aug-2018,-,-,-,5086.29,-,-
455,207,09-Aug-2018,-,-,-,5071.5,-,-
456,208,10-Aug-2018,-,-,-,5053.17,-,-
457,209,13-Aug-2018,-,-,-,4963.42,-,-
458,210,14-Aug-2018,-,-,-,4994.16,-,-
459,211,16-Aug-2018,-,-,-,4968.38,-,-
460,212,17-Aug-2018,-,-,-,4962.36,-,-
461,213,20-Aug-2018,-,-,-,5034.18,-,-
462,214,21-Aug-2018,-,-,-,5047.18,-,-
463,215,23-Aug-2018,-,-,-,5060.61,-,-
464,216,24-Aug-2018,-,-,-,5082.29,-,-
465,217,27-Aug-2018,-,-,-,5134.19,-,-
466,218,28-Aug-2018,-,-,-,5126.42,-,-
467,219,29-Aug-2018,-,-,-,5115.83,-,-
468,220,30-Aug-2018,-,-,-,5101.16,-,-
469,221,31-Aug-2018,-,-,-,5067.92,-,-
470,222,03-Sep-2018,-,-,-,5023.1,-,-
471,223,04-Sep-2018,-,-,-,4974.42,-,-
472,224,05-Sep-2018,-,-,-,4942.96,-,-
473,225,06-Sep-2018,-,-,-,5021.48,-,-
474,226,07-Sep-2018,-,-,-,5059.55,-,-
475,227,10-Sep-2018,-,-,-,4974.99,-,-
476,228,11-Sep-2018,-,-,-,4915.0,-,-
477,229,12-Sep-2018,-,-,-,4926.48,-,-
478,230,14-Sep-2018,-,-,-,5009.98,-,-
479,231,17-Sep-2018,-,-,-,4983.88,-,-
480,232,18-Sep-2018,-,-,-,4934.64,-,-
481,233,19-Sep-2018,-,-,-,4965.89,-,-
482,234,21-Sep-2018,-,-,-,5035.73,-,-
483,235,24-Sep-2018,-,-,-,5003.37,-,-
484,236,25-Sep-2018,-,-,-,4983.22,-,-
485,237,26-Sep-2018,-,-,-,5027.51,-,-
486,238,27-Sep-2018,-,-,-,5006.99,-,-
487,239,28-Sep-2018,-,-,-,5011.5,-,-
488,240,01-Oct-2018,-,-,-,4976.28,-,-
489,241,03-Oct-2018,-,-,-,4983.04,-,-
490,242,04-Oct-2018,-,-,-,4638.75,-,-
491,243,05-Oct-2018,-,-,-,4138.44,-,-
492,244,08-Oct-2018,-,-,-,4283.41,-,-
493,245,09-Oct-2018,-,-,-,4202.19,-,-
494,0,10-Oct-2018,-,-,-,4271.32,-,-
495,1,11-Oct-2018,-,-,-,4359.48,-,-
496,2,12-Oct-2018,-,-,-,4499.69,-,-
497,3,15-Oct-2018,-,-,-,4527.72,-,-
498,4,16-Oct-2018,-,-,-,4609.67,-,-
499,5,17-Oct-2018,-,-,-,4511.48,-,-
